s.Control	s.Blood_D64	s.Faeces_D64	s.Pig_D64	s.Urine_D64	index	stat	p.value
X527	0	1	0	0	1	12	0.700869917832997	0.0186
X534	0	1	0	0	0	2	0.857287033658713	0.0017
X545	0	1	0	0	1	12	0.807482171456084	0.003
X546	0	1	0	0	1	12	0.894745254212545	0.0023
X598	0	1	0	0	1	12	0.96984855833576	1e-04
X609	0	1	0	0	1	12	0.837495121945937	0.0038
X610	0	1	0	0	1	12	0.762709681773665	0.0092
X620	1	0	1	0	0	7	0.671800855471678	0.0319
X625	0	1	0	0	0	2	0.96420076716538	4e-04
X640	0	1	0	0	0	2	0.688912091212428	0.0136
X652	0	0	1	0	0	3	0.793870529526704	0.0043
X677	0	1	0	0	1	12	0.872009295040585	0.0022
X711	0	1	0	0	1	12	0.699339846271518	0.0211
X794	0	1	0	0	1	12	0.915590271675564	0.0018
X812	0	1	0	0	1	12	0.93895763303148	4e-04
X813	0	1	0	0	1	12	0.786628855665982	0.0068
X827	0	1	0	0	1	12	0.684011096254261	0.023
X843	0	1	0	0	0	2	0.862975608563042	3e-04
X849	1	0	1	0	0	7	0.653396994707046	0.0409
X854	0	1	1	0	0	10	0.778025026405294	0.007
X855	0	1	0	1	1	24	0.865028252729767	0.0045
X856	0	0	1	0	1	14	0.674591666118509	0.0332
X870	0	1	0	0	1	12	0.681759695977496	0.0363
X872	0	1	0	0	0	2	0.790244824077345	0.0043
X886	0	0	1	0	0	3	0.737256853849233	0.0079
X921	0	1	0	0	1	12	0.863238124860725	0.0019
X928	0	0	0	0	1	5	0.965834784740657	2e-04
X938	1	0	1	0	0	7	0.728098913186869	0.0111
X971	0	1	0	0	1	12	0.700102219216258	0.0327
X1010	0	1	0	0	1	12	0.998534906207865	1e-04
X1020	0	1	0	0	1	12	0.884617418701695	0.0025
X1059	0	0	1	0	0	3	0.756250582492592	0.013
X1088	0	1	0	0	1	12	0.823958072340077	0.0023
X1105	0	0	0	1	0	4	0.915197796632267	7e-04
X1108	0	0	1	0	0	3	0.999016625177365	2e-04
X1114	0	1	0	0	0	2	0.952389876448516	1e-04
X1298	0	1	0	0	1	12	0.665866954275162	0.0445
X1347	0	1	0	0	1	12	0.74861047046955	0.0092
X1369	0	1	0	0	1	12	0.61685370678147	0.0354
X1558	0	0	1	0	0	3	0.919972420231884	6e-04
X1583	0	1	0	0	0	2	0.974992772994738	1e-04
X1635	0	0	1	0	0	3	0.940241727607941	3e-04
X1636	0	0	0	0	1	5	0.970752501281232	7e-04
X1715	0	1	1	0	0	10	0.637931034482759	0.0388
X1728	0	1	0	0	1	12	0.657722033634241	0.0233
X1754	0	1	0	0	0	2	0.865719579514586	9e-04
X1820	0	0	1	0	0	3	0.933651075857622	7e-04
X1821	0	0	1	0	1	14	0.858532613466012	0.0029
X2037	0	1	0	0	0	2	0.885354968997165	9e-04
X2209	0	0	1	0	0	3	0.96955982186828	3e-04
X2342	0	1	1	0	0	10	0.796328409714568	0.0022
X2560	0	0	1	0	0	3	0.97605275487975	3e-04
X2685	0	0	0	1	1	15	0.545236150224278	0.0413
X2731	0	0	1	0	0	3	0.670324040689745	0.0319
X2871	0	0	1	0	0	3	0.998981151034493	3e-04
X2910	0	0	1	0	0	3	0.99764539348322	3e-04
X2956	0	0	1	0	0	3	0.990819843579053	3e-04
X2962	0	0	1	0	0	3	0.998224745626519	3e-04
X3236	0	0	1	0	0	3	0.922807067788153	3e-04
